'The Doctor' Romanov | Sabre,$4.59,$4.79
StatTrak™ Nova | Rising Skull (Well-Worn),$4.66,$4.87
StatTrak™ Nova | Tempest (Factory New),$24.86,$25.99
StatTrak™ Nova | Tempest (Field-Tested),$4.58,$4.78
StatTrak™ Nova | Tempest (Minimal Wear),$4.38,$4.57
StatTrak™ Nova | Toy Soldier (Battle-Scarred),$0.75,$0.78
StatTrak™ Nova | Toy Soldier (Factory New),$6.88,$7.19
StatTrak™ Nova | Toy Soldier (Field-Tested),$0.99,$1.03
StatTrak™ Nova | Toy Soldier (Minimal Wear),$2.45,$2.56
StatTrak™ Nova | Toy Soldier (Well-Worn),$0.78,$0.81
StatTrak™ Nova | Wild Six (Battle-Scarred),$0.86,$0.89
StatTrak™ Nova | Wild Six (Factory New),$3.61,$3.77
StatTrak™ Nova | Wild Six (Field-Tested),$0.88,$0.92
StatTrak™ Nova | Wild Six (Minimal Wear),$1.91,$1.99
StatTrak™ Nova | Wild Six (Well-Worn),$0.94,$0.98
StatTrak™ Nova | Wood Fired (Battle-Scarred),$0.18,$0.19
StatTrak™ Nova | Wood Fired (Factory New),$0.71,$0.74
StatTrak™ Nova | Wood Fired (Field-Tested),$0.20,$0.21
StatTrak™ Nova | Wood Fired (Minimal Wear),$0.33,$0.34
StatTrak™ Nova | Wood Fired (Well-Worn),$0.23,$0.24
StatTrak™ P2000 | Acid Etched (Battle-Scarred),$1.47,$1.53
StatTrak™ P2000 | Acid Etched (Factory New),$9.09,$9.50
StatTrak™ P2000 | Acid Etched (Field-Tested),$2.00,$2.09
StatTrak™ P2000 | Acid Etched (Minimal Wear),$4.49,$4.69
StatTrak™ P2000 | Acid Etched (Well-Worn),$1.60,$1.67
StatTrak™ P2000 | Corticera (Factory New),$20.49,$21.42
StatTrak™ P2000 | Corticera (Field-Tested),$7.16,$7.48
StatTrak™ P2000 | Corticera (Minimal Wear),$11.01,$11.51
StatTrak™ P2000 | Fire Elemental (Battle-Scarred),$41.26,$43.13
StatTrak™ P2000 | Fire Elemental (Factory New),$109.23,$114.19
StatTrak™ P2000 | Fire Elemental (Field-Tested),$33.48,$35.00
StatTrak™ P2000 | Fire Elemental (Minimal Wear),$54.57,$57.05
StatTrak™ P2000 | Fire Elemental (Well-Worn),$42.87,$44.81
StatTrak™ P2000 | Handgun (Battle-Scarred),$1.14,$1.19
StatTrak™ P2000 | Handgun (Factory New),$12.14,$12.69
StatTrak™ P2000 | Handgun (Field-Tested),$1.38,$1.44
StatTrak™ P2000 | Handgun (Minimal Wear),$2.92,$3.05
StatTrak™ P2000 | Handgun (Well-Worn),$1.16,$1.21
StatTrak™ P2000 | Imperial (Factory New),$1.92,$2.00
StatTrak™ P2000 | Imperial (Field-Tested),$1.08,$1.12
StatTrak™ P2000 | Imperial (Minimal Wear),$1.44,$1.50
StatTrak™ P2000 | Imperial Dragon (Battle-Scarred),$6.52,$6.81
StatTrak™ P2000 | Imperial Dragon (Factory New),$17.75,$18.55
StatTrak™ P2000 | Imperial Dragon (Field-Tested),$4.38,$4.57
StatTrak™ P2000 | Imperial Dragon (Minimal Wear),$8.52,$8.90
StatTrak™ P2000 | Imperial Dragon (Well-Worn),$5.73,$5.99
StatTrak™ P2000 | Ivory (Battle-Scarred),$0.18,$0.19
StatTrak™ P2000 | Ivory (Factory New),$1.23,$1.28
StatTrak™ P2000 | Ivory (Field-Tested),$0.19,$0.20
StatTrak™ P2000 | Ivory (Minimal Wear),$0.37,$0.38
StatTrak™ P2000 | Ivory (Well-Worn),$0.18,$0.19
StatTrak™ P2000 | Obsidian (Battle-Scarred),$1.00,$1.04
StatTrak™ P2000 | Obsidian (Factory New),$9.03,$9.44
StatTrak™ P2000 | Obsidian (Field-Tested),$1.51,$1.57
StatTrak™ P2000 | Obsidian (Minimal Wear),$4.05,$4.23
StatTrak™ P2000 | Obsidian (Well-Worn),$1.10,$1.15
StatTrak™ P2000 | Ocean Foam (Factory New),$324.95,$339.72
StatTrak™ P2000 | Ocean Foam (Minimal Wear),$230.86,$241.35
StatTrak™ P2000 | Oceanic (Battle-Scarred),$0.26,$0.27
StatTrak™ P2000 | Oceanic (Factory New),$0.97,$1.01
StatTrak™ P2000 | Oceanic (Field-Tested),$0.29,$0.30
StatTrak™ P2000 | Oceanic (Minimal Wear),$0.62,$0.64
StatTrak™ P2000 | Oceanic (Well-Worn),$0.52,$0.54
StatTrak™ P2000 | Pulse (Battle-Scarred),$0.40,$0.41
StatTrak™ P2000 | Pulse (Factory New),$1.40,$1.46
StatTrak™ P2000 | Pulse (Field-Tested),$0.47,$0.49
StatTrak™ P2000 | Pulse (Minimal Wear),$0.86,$0.89
StatTrak™ P2000 | Pulse (Well-Worn),$0.71,$0.74
StatTrak™ P2000 | Red FragCam (Battle-Scarred),$0.89,$0.93
StatTrak™ P2000 | Red FragCam (Factory New),$2.67,$2.79
StatTrak™ P2000 | Red FragCam (Field-Tested),$0.81,$0.84
StatTrak™ P2000 | Red FragCam (Minimal Wear),$1.40,$1.46
StatTrak™ P2000 | Red FragCam (Well-Worn),$1.37,$1.43
StatTrak™ P2000 | Turf (Battle-Scarred),$0.23,$0.24
StatTrak™ P2000 | Turf (Factory New),$1.93,$2.01
StatTrak™ P2000 | Turf (Field-Tested),$0.27,$0.28
StatTrak™ P2000 | Turf (Minimal Wear),$0.47,$0.49
StatTrak™ P2000 | Turf (Well-Worn),$0.23,$0.24
StatTrak™ P2000 | Urban Hazard (Battle-Scarred),$0.17,$0.18
StatTrak™ P2000 | Urban Hazard (Factory New),$0.95,$0.99
StatTrak™ P2000 | Urban Hazard (Field-Tested),$0.18,$0.19
StatTrak™ P2000 | Urban Hazard (Minimal Wear),$0.30,$0.31
StatTrak™ P2000 | Urban Hazard (Well-Worn),$0.18,$0.19
StatTrak™ P2000 | Woodsman (Battle-Scarred),$4.66,$4.87
StatTrak™ P2000 | Woodsman (Factory New),$12.89,$13.47
StatTrak™ P2000 | Woodsman (Field-Tested),$5.83,$6.09
StatTrak™ P2000 | Woodsman (Minimal Wear),$9.82,$10.26
StatTrak™ P2000 | Woodsman (Well-Worn),$4.71,$4.92
StatTrak™ P250 | Asiimov (Battle-Scarred),$9.06,$9.47
StatTrak™ P250 | Asiimov (Field-Tested),$18.68,$19.52
StatTrak™ P250 | Asiimov (Minimal Wear),$91.45,$95.60
StatTrak™ P250 | Asiimov (Well-Worn),$17.16,$17.94
StatTrak™ P250 | Cartel (Battle-Scarred),$8.78,$9.17
StatTrak™ P250 | Cartel (Factory New),$49.47,$51.71
StatTrak™ P250 | Cartel (Field-Tested),$9.74,$10.18
StatTrak™ P250 | Cartel (Minimal Wear),$16.39,$17.13
StatTrak™ P250 | Cartel (Well-Worn),$12.93,$13.51
StatTrak™ P250 | Hive (Factory New),$4.52,$4.72
StatTrak™ P250 | Hive (Field-Tested),$1.91,$1.99
StatTrak™ P250 | Hive (Minimal Wear),$2.46,$2.57
StatTrak™ P250 | Inferno (Battle-Scarred),$0.95,$0.99
StatTrak™ P250 | Inferno (Factory New),$3.83,$4.00
StatTrak™ P250 | Inferno (Field-Tested),$1.07,$1.11
StatTrak™ P250 | Inferno (Minimal Wear),$2.14,$2.23
StatTrak™ P250 | Inferno (Well-Worn),$1.45,$1.51
StatTrak™ P250 | Iron Clad (Battle-Scarred),$0.27,$0.28
StatTrak™ P250 | Iron Clad (Factory New),$1.81,$1.89
StatTrak™ P250 | Iron Clad (Field-Tested),$0.26,$0.27
StatTrak™ P250 | Iron Clad (Minimal Wear),$0.42,$0.43
StatTrak™ P250 | Iron Clad (Well-Worn),$0.34,$0.35
StatTrak™ P250 | Mehndi (Battle-Scarred),$16.40,$17.14
StatTrak™ P250 | Mehndi (Factory New),$60.75,$63.51
StatTrak™ P250 | Mehndi (Field-Tested),$23.15,$24.20
StatTrak™ P250 | Mehndi (Minimal Wear),$27.31,$28.55
StatTrak™ P250 | Mehndi (Well-Worn),$16.01,$16.73
StatTrak™ P250 | Muertos (Battle-Scarred),$8.80,$9.20
StatTrak™ P250 | Muertos (Factory New),$24.49,$25.60
StatTrak™ P250 | Muertos (Field-Tested),$8.04,$8.40
StatTrak™ P250 | Muertos (Minimal Wear),$11.90,$12.44
StatTrak™ P250 | Muertos (Well-Worn),$10.96,$11.45
StatTrak™ P250 | Nevermore (Factory New),$3.45,$3.60
StatTrak™ P250 | Nevermore (Field-Tested),$1.32,$1.38
StatTrak™ P250 | Nevermore (Minimal Wear),$2.26,$2.36
StatTrak™ P250 | Nevermore (Well-Worn),$1.99,$2.08
StatTrak™ P250 | Red Rock (Battle-Scarred),$3.85,$4.02
StatTrak™ P250 | Red Rock (Factory New),$15.03,$15.71
StatTrak™ P250 | Red Rock (Field-Tested),$5.69,$5.94
StatTrak™ P250 | Red Rock (Minimal Wear),$9.24,$9.66
StatTrak™ P250 | Red Rock (Well-Worn),$4.38,$4.57
StatTrak™ P250 | Ripple (Battle-Scarred),$0.39,$0.40
StatTrak™ P250 | Ripple (Factory New),$0.67,$0.70
StatTrak™ P250 | Ripple (Field-Tested),$0.28,$0.29
StatTrak™ P250 | Ripple (Minimal Wear),$0.40,$0.41
StatTrak™ P250 | Ripple (Well-Worn),$0.34,$0.35
StatTrak™ P250 | See Ya Later (Battle-Scarred),$11.58,$12.10
StatTrak™ P250 | See Ya Later (Factory New),$51.56,$53.90
StatTrak™ P250 | See Ya Later (Field-Tested),$13.11,$13.70
StatTrak™ P250 | See Ya Later (Minimal Wear),$30.61,$32.00
StatTrak™ P250 | See Ya Later (Well-Worn),$20.09,$21.00
StatTrak™ P250 | Splash (Factory New),$65.95,$68.94
StatTrak™ P250 | Splash (Field-Tested),$14.09,$14.73
StatTrak™ P250 | Splash (Minimal Wear),$21.83,$22.82
StatTrak™ P250 | Steel Disruption (Factory New),$2.49,$2.60
StatTrak™ P250 | Steel Disruption (Field-Tested),$2.07,$2.16
StatTrak™ P250 | Steel Disruption (Minimal Wear),$2.38,$2.48
StatTrak™ P250 | Supernova (Factory New),$3.28,$3.42
StatTrak™ P250 | Supernova (Field-Tested),$1.65,$1.72
StatTrak™ P250 | Supernova (Minimal Wear),$2.04,$2.13
StatTrak™ P250 | Supernova (Well-Worn),$2.53,$2.64
StatTrak™ P250 | Undertow (Factory New),$30.89,$32.29
StatTrak™ P250 | Undertow (Field-Tested),$13.16,$13.75
StatTrak™ P250 | Undertow (Minimal Wear),$19.98,$20.88
StatTrak™ P250 | Valence (Battle-Scarred),$0.48,$0.50
StatTrak™ P250 | Valence (Factory New),$2.87,$3.00
StatTrak™ P250 | Valence (Field-Tested),$0.57,$0.59
StatTrak™ P250 | Valence (Minimal Wear),$1.06,$1.10
StatTrak™ P250 | Valence (Well-Worn),$1.34,$1.40
StatTrak™ P250 | Verdigris (Battle-Scarred),$0.31,$0.32
StatTrak™ P250 | Verdigris (Factory New),$1.50,$1.56
StatTrak™ P250 | Verdigris (Field-Tested),$0.33,$0.34
StatTrak™ P250 | Verdigris (Minimal Wear),$0.74,$0.77
StatTrak™ P250 | Verdigris (Well-Worn),$0.49,$0.51
StatTrak™ P250 | Wingshot (Battle-Scarred),$2.31,$2.41
StatTrak™ P250 | Wingshot (Factory New),$13.25,$13.85
StatTrak™ P250 | Wingshot (Field-Tested),$2.67,$2.79
StatTrak™ P250 | Wingshot (Minimal Wear),$5.50,$5.75
StatTrak™ P250 | Wingshot (Well-Worn),$2.51,$2.62
StatTrak™ P250 | X-Ray (Factory New),$4.10,$4.28
StatTrak™ P250 | X-Ray (Field-Tested),$1.78,$1.86
StatTrak™ P250 | X-Ray (Minimal Wear),$2.12,$2.21
StatTrak™ P90 | Asiimov (Battle-Scarred),$16.12,$16.85
StatTrak™ P90 | Asiimov (Factory New),$170.36,$178.10
StatTrak™ P90 | Asiimov (Field-Tested),$22.02,$23.02
StatTrak™ P90 | Asiimov (Minimal Wear),$51.48,$53.82
StatTrak™ P90 | Asiimov (Well-Worn),$19.23,$20.10
StatTrak™ P90 | Blind Spot (Battle-Scarred),$6.28,$6.56
StatTrak™ P90 | Blind Spot (Factory New),$7.54,$7.88
StatTrak™ P90 | Blind Spot (Field-Tested),$6.28,$6.56
StatTrak™ P90 | Blind Spot (Minimal Wear),$6.38,$6.67
StatTrak™ P90 | Blind Spot (Well-Worn),$5.68,$5.93
StatTrak™ P90 | Chopper (Battle-Scarred),$1.98,$2.07
StatTrak™ P90 | Chopper (Factory New),$5.79,$6.05
StatTrak™ P90 | Chopper (Field-Tested),$1.77,$1.85
StatTrak™ P90 | Chopper (Minimal Wear),$2.97,$3.10
StatTrak™ P90 | Chopper (Well-Worn),$2.82,$2.94
StatTrak™ P90 | Cold Blooded (Factory New),$53.44,$55.86
StatTrak™ P90 | Death by Kitty (Field-Tested),$106.51,$111.35
StatTrak™ P90 | Death by Kitty (Minimal Wear),$279.19,$291.88
StatTrak™ P90 | Death Grip (Battle-Scarred),$7.65,$7.99
StatTrak™ P90 | Death Grip (Factory New),$20.96,$21.91
StatTrak™ P90 | Death Grip (Field-Tested),$5.47,$5.71
StatTrak™ P90 | Death Grip (Minimal Wear),$9.76,$10.20
StatTrak™ P90 | Death Grip (Well-Worn),$5.15,$5.38
StatTrak™ P90 | Desert Warfare (Battle-Scarred),$5.11,$5.34
StatTrak™ P90 | Desert Warfare (Factory New),$5.31,$5.55
StatTrak™ P90 | Desert Warfare (Field-Tested),$1.88,$1.96
StatTrak™ P90 | Desert Warfare (Minimal Wear),$3.39,$3.54
StatTrak™ P90 | Desert Warfare (Well-Worn),$3.77,$3.94
StatTrak™ P90 | Elite Build (Battle-Scarred),$0.48,$0.50
StatTrak™ P90 | Elite Build (Factory New),$8.62,$9.01
StatTrak™ P90 | Elite Build (Field-Tested),$0.67,$0.70
StatTrak™ P90 | Elite Build (Minimal Wear),$1.71,$1.78
StatTrak™ P90 | Elite Build (Well-Worn),$0.50,$0.52
StatTrak™ P90 | Emerald Dragon (Battle-Scarred),$156.92,$164.05
StatTrak™ P90 | Emerald Dragon (Factory New),$1,020.11,$1,066.47
StatTrak™ P90 | Emerald Dragon (Field-Tested),$139.70,$146.05
StatTrak™ P90 | Emerald Dragon (Minimal Wear),$201.30,$210.45
StatTrak™ P90 | Emerald Dragon (Well-Worn),$162.67,$170.06
StatTrak™ P90 | Grim (Battle-Scarred),$0.58,$0.60
StatTrak™ P90 | Grim (Factory New),$3.97,$4.15
StatTrak™ P90 | Grim (Field-Tested),$0.66,$0.69
StatTrak™ P90 | Grim (Minimal Wear),$1.32,$1.38
StatTrak™ P90 | Grim (Well-Worn),$1.32,$1.38
StatTrak™ P90 | Module (Factory New),$2.48,$2.59
StatTrak™ P90 | Module (Field-Tested),$1.32,$1.38
StatTrak™ P90 | Module (Minimal Wear),$1.52,$1.58
StatTrak™ P90 | Nostalgia (Battle-Scarred),$5.86,$6.12
StatTrak™ P90 | Nostalgia (Factory New),$21.79,$22.78
StatTrak™ P90 | Nostalgia (Field-Tested),$8.61,$9.00
StatTrak™ P90 | Nostalgia (Minimal Wear),$11.74,$12.27
StatTrak™ P90 | Nostalgia (Well-Worn),$7.15,$7.47
StatTrak™ P90 | Off World (Battle-Scarred),$0.31,$0.32
StatTrak™ P90 | Off World (Factory New),$1.61,$1.68
StatTrak™ P90 | Off World (Field-Tested),$0.34,$0.35
StatTrak™ P90 | Off World (Minimal Wear),$0.74,$0.77
StatTrak™ P90 | Off World (Well-Worn),$0.58,$0.60
StatTrak™ P90 | Shallow Grave (Battle-Scarred),$4.27,$4.46
StatTrak™ P90 | Shallow Grave (Factory New),$15.88,$16.60
StatTrak™ P90 | Shallow Grave (Field-Tested),$4.30,$4.49
StatTrak™ P90 | Shallow Grave (Minimal Wear),$8.25,$8.62
StatTrak™ P90 | Shallow Grave (Well-Worn),$5.26,$5.49
StatTrak™ P90 | Shapewood (Battle-Scarred),$5.28,$5.52
StatTrak™ P90 | Shapewood (Factory New),$41.65,$43.54
StatTrak™ P90 | Shapewood (Field-Tested),$5.85,$6.11
StatTrak™ P90 | Shapewood (Minimal Wear),$12.81,$13.39
StatTrak™ P90 | Shapewood (Well-Worn),$5.79,$6.05
StatTrak™ P90 | Traction (Battle-Scarred),$0.36,$0.37
StatTrak™ P90 | Traction (Factory New),$2.87,$3.00
StatTrak™ P90 | Traction (Field-Tested),$0.44,$0.46
StatTrak™ P90 | Traction (Minimal Wear),$0.81,$0.84
StatTrak™ P90 | Traction (Well-Worn),$0.38,$0.39
StatTrak™ P90 | Trigon (Battle-Scarred),$9.64,$10.07
StatTrak™ P90 | Trigon (Field-Tested),$10.38,$10.85
StatTrak™ P90 | Trigon (Minimal Wear),$16.47,$17.21
StatTrak™ P90 | Trigon (Well-Worn),$10.79,$11.28
StatTrak™ P90 | Virus (Battle-Scarred),$1.37,$1.43
StatTrak™ P90 | Virus (Factory New),$17.40,$18.19
StatTrak™ P90 | Virus (Field-Tested),$1.34,$1.40
StatTrak™ P90 | Virus (Minimal Wear),$2.67,$2.79
StatTrak™ P90 | Virus (Well-Worn),$1.43,$1.49
StatTrak™ PP-Bizon | Antique (Battle-Scarred),$3.59,$3.75
StatTrak™ PP-Bizon | Antique (Factory New),$7.22,$7.54
StatTrak™ PP-Bizon | Antique (Field-Tested),$3.80,$3.97
StatTrak™ PP-Bizon | Antique (Minimal Wear),$5.91,$6.17
StatTrak™ PP-Bizon | Antique (Well-Worn),$4.82,$5.03
StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred),$1.16,$1.21
StatTrak™ PP-Bizon | Blue Streak (Factory New),$19.11,$19.97
StatTrak™ PP-Bizon | Blue Streak (Field-Tested),$1.37,$1.43
StatTrak™ PP-Bizon | Blue Streak (Minimal Wear),$3.26,$3.40
StatTrak™ PP-Bizon | Blue Streak (Well-Worn),$1.60,$1.67
StatTrak™ PP-Bizon | Cobalt Halftone (Factory New),$3.25,$3.39
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested),$0.61,$0.63
StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear),$0.96,$1.00
StatTrak™ PP-Bizon | Cobalt Halftone (Well-Worn),$0.60,$0.62
StatTrak™ PP-Bizon | Embargo (Battle-Scarred),$0.97,$1.01
StatTrak™ PP-Bizon | Embargo (Factory New),$8.30,$8.67
StatTrak™ PP-Bizon | Embargo (Field-Tested),$1.43,$1.49
StatTrak™ PP-Bizon | Embargo (Minimal Wear),$3.88,$4.05
StatTrak™ PP-Bizon | Embargo (Well-Worn),$0.96,$1.00
StatTrak™ PP-Bizon | Fuel Rod (Battle-Scarred),$1.87,$1.95
StatTrak™ PP-Bizon | Fuel Rod (Factory New),$13.40,$14.00
StatTrak™ PP-Bizon | Fuel Rod (Field-Tested),$2.90,$3.03
StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear),$5.57,$5.82
StatTrak™ PP-Bizon | Fuel Rod (Well-Worn),$2.01,$2.10
StatTrak™ PP-Bizon | Harvester (Battle-Scarred),$0.24,$0.25
StatTrak™ PP-Bizon | Harvester (Factory New),$1.04,$1.08
StatTrak™ PP-Bizon | Harvester (Field-Tested),$0.28,$0.29
StatTrak™ PP-Bizon | Harvester (Minimal Wear),$0.41,$0.42
StatTrak™ PP-Bizon | Harvester (Well-Worn),$0.28,$0.29
StatTrak™ PP-Bizon | High Roller (Battle-Scarred),$5.79,$6.05
StatTrak™ PP-Bizon | High Roller (Factory New),$28.66,$29.96
StatTrak™ PP-Bizon | High Roller (Field-Tested),$6.69,$6.99
StatTrak™ PP-Bizon | High Roller (Minimal Wear),$10.38,$10.85
StatTrak™ PP-Bizon | High Roller (Well-Worn),$5.86,$6.12
StatTrak™ PP-Bizon | Judgement of Anubis (Battle-Scarred),$10.53,$11.00
StatTrak™ PP-Bizon | Judgement of Anubis (Factory New),$45.51,$47.57
StatTrak™ PP-Bizon | Judgement of Anubis (Field-Tested),$15.24,$15.93
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear),$48.04,$50.22
StatTrak™ PP-Bizon | Judgement of Anubis (Well-Worn),$15.34,$16.03
StatTrak™ PP-Bizon | Jungle Slipstream (Battle-Scarred),$0.20,$0.21
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New),$0.67,$0.70
StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested),$0.19,$0.20
StatTrak™ PP-Bizon | Jungle Slipstream (Minimal Wear),$0.34,$0.35
StatTrak™ PP-Bizon | Jungle Slipstream (Well-Worn),$0.22,$0.23
StatTrak™ PP-Bizon | Night Riot (Battle-Scarred),$0.18,$0.19
StatTrak™ PP-Bizon | Night Riot (Factory New),$0.88,$0.92
StatTrak™ PP-Bizon | Night Riot (Field-Tested),$0.18,$0.19
StatTrak™ PP-Bizon | Night Riot (Minimal Wear),$0.31,$0.32
StatTrak™ PP-Bizon | Night Riot (Well-Worn),$0.26,$0.27
StatTrak™ PP-Bizon | Osiris (Battle-Scarred),$1.49,$1.55
StatTrak™ PP-Bizon | Osiris (Factory New),$3.24,$3.38
StatTrak™ PP-Bizon | Osiris (Field-Tested),$1.41,$1.47
StatTrak™ PP-Bizon | Osiris (Minimal Wear),$2.06,$2.15
StatTrak™ PP-Bizon | Osiris (Well-Worn),$1.49,$1.55
StatTrak™ PP-Bizon | Photic Zone (Battle-Scarred),$0.50,$0.52
StatTrak™ PP-Bizon | Photic Zone (Factory New),$5.02,$5.24
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),$0.59,$0.61
StatTrak™ PP-Bizon | Photic Zone (Minimal Wear),$1.38,$1.44
StatTrak™ PP-Bizon | Photic Zone (Well-Worn),$0.40,$0.41
StatTrak™ PP-Bizon | Water Sigil (Battle-Scarred),$2.29,$2.39
StatTrak™ PP-Bizon | Water Sigil (Factory New),$3.01,$3.14
StatTrak™ PP-Bizon | Water Sigil (Field-Tested),$2.16,$2.25
StatTrak™ PP-Bizon | Water Sigil (Minimal Wear),$2.39,$2.49
StatTrak™ PP-Bizon | Water Sigil (Well-Worn),$2.23,$2.33
StatTrak™ R8 Revolver | Bone Forged (Battle-Scarred),$0.20,$0.21
StatTrak™ R8 Revolver | Bone Forged (Factory New),$1.10,$1.15
StatTrak™ R8 Revolver | Bone Forged (Field-Tested),$0.24,$0.25
StatTrak™ R8 Revolver | Bone Forged (Minimal Wear),$0.61,$0.63
StatTrak™ R8 Revolver | Bone Forged (Well-Worn),$0.25,$0.26
StatTrak™ R8 Revolver | Crimson Web (Battle-Scarred),$0.29,$0.30
StatTrak™ R8 Revolver | Crimson Web (Factory New),$28.74,$30.04
StatTrak™ R8 Revolver | Crimson Web (Field-Tested),$0.45,$0.47
StatTrak™ R8 Revolver | Crimson Web (Minimal Wear),$2.01,$2.10
StatTrak™ R8 Revolver | Crimson Web (Well-Worn),$0.59,$0.61
StatTrak™ R8 Revolver | Fade (Factory New),$59.91,$62.63
StatTrak™ R8 Revolver | Fade (Field-Tested),$19.31,$20.18
StatTrak™ R8 Revolver | Fade (Minimal Wear),$29.35,$30.68
StatTrak™ R8 Revolver | Fade (Well-Worn),$36.54,$38.20
StatTrak™ R8 Revolver | Grip (Battle-Scarred),$0.18,$0.19
StatTrak™ R8 Revolver | Grip (Factory New),$1.15,$1.20
StatTrak™ R8 Revolver | Grip (Field-Tested),$0.18,$0.19
StatTrak™ R8 Revolver | Grip (Minimal Wear),$0.31,$0.32
StatTrak™ R8 Revolver | Grip (Well-Worn),$0.17,$0.18
StatTrak™ R8 Revolver | Llama Cannon (Battle-Scarred),$5.23,$5.46
StatTrak™ R8 Revolver | Llama Cannon (Factory New),$27.50,$28.75
StatTrak™ R8 Revolver | Llama Cannon (Field-Tested),$6.28,$6.56
StatTrak™ R8 Revolver | Llama Cannon (Minimal Wear),$11.74,$12.27
StatTrak™ R8 Revolver | Llama Cannon (Well-Worn),$5.73,$5.99
StatTrak™ R8 Revolver | Memento (Battle-Scarred),$0.37,$0.38
StatTrak™ R8 Revolver | Memento (Factory New),$1.83,$1.91
StatTrak™ R8 Revolver | Memento (Field-Tested),$0.42,$0.43
StatTrak™ R8 Revolver | Memento (Minimal Wear),$0.92,$0.96
StatTrak™ R8 Revolver | Memento (Well-Worn),$0.40,$0.41
StatTrak™ R8 Revolver | Reboot (Battle-Scarred),$1.24,$1.29
StatTrak™ R8 Revolver | Reboot (Factory New),$13.66,$14.28
StatTrak™ R8 Revolver | Reboot (Field-Tested),$1.78,$1.86
StatTrak™ R8 Revolver | Reboot (Minimal Wear),$3.61,$3.77
StatTrak™ R8 Revolver | Reboot (Well-Worn),$1.15,$1.20
StatTrak™ R8 Revolver | Skull Crusher (Battle-Scarred),$3.83,$4.00
StatTrak™ R8 Revolver | Skull Crusher (Field-Tested),$5.34,$5.58
StatTrak™ R8 Revolver | Skull Crusher (Well-Worn),$4.47,$4.67
StatTrak™ R8 Revolver | Survivalist (Battle-Scarred),$0.20,$0.21
StatTrak™ R8 Revolver | Survivalist (Factory New),$0.96,$1.00
StatTrak™ R8 Revolver | Survivalist (Field-Tested),$0.31,$0.32
StatTrak™ R8 Revolver | Survivalist (Minimal Wear),$0.50,$0.52
StatTrak™ R8 Revolver | Survivalist (Well-Worn),$0.31,$0.32
StatTrak™ Radicals Box,$8.45,$8.83
StatTrak™ Sawed-Off | Apocalypto (Battle-Scarred),$1.56,$1.63
StatTrak™ Sawed-Off | Apocalypto (Factory New),$8.03,$8.39
StatTrak™ Sawed-Off | Apocalypto (Field-Tested),$2.13,$2.22
StatTrak™ Sawed-Off | Apocalypto (Minimal Wear),$4.08,$4.26
StatTrak™ Sawed-Off | Apocalypto (Well-Worn),$1.54,$1.61
StatTrak™ Sawed-Off | Black Sand (Battle-Scarred),$0.17,$0.18
StatTrak™ Sawed-Off | Black Sand (Factory New),$0.93,$0.97
StatTrak™ Sawed-Off | Black Sand (Field-Tested),$0.20,$0.21
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),$0.34,$0.35
StatTrak™ Sawed-Off | Black Sand (Well-Worn),$0.18,$0.19
StatTrak™ Sawed-Off | Devourer (Battle-Scarred),$5.65,$5.90
StatTrak™ Sawed-Off | Devourer (Factory New),$32.48,$33.95
StatTrak™ Sawed-Off | Devourer (Field-Tested),$7.86,$8.21
StatTrak™ Sawed-Off | Devourer (Minimal Wear),$16.75,$17.51
StatTrak™ Sawed-Off | Devourer (Well-Worn),$7.68,$8.02
StatTrak™ Sawed-Off | Fubar (Battle-Scarred),$0.18,$0.19
StatTrak™ Sawed-Off | Fubar (Well-Worn),$0.81,$0.84
StatTrak™ Sawed-Off | Highwayman (Battle-Scarred),$0.82,$0.85
StatTrak™ Sawed-Off | Highwayman (Factory New),$5.28,$5.52
StatTrak™ Sawed-Off | Highwayman (Field-Tested),$0.99,$1.03
StatTrak™ Sawed-Off | Highwayman (Minimal Wear),$2.53,$2.64
StatTrak™ Sawed-Off | Highwayman (Well-Worn),$0.83,$0.86
StatTrak™ Sawed-Off | Limelight (Battle-Scarred),$1.16,$1.21
StatTrak™ Sawed-Off | Limelight (Factory New),$9.41,$9.83
StatTrak™ Sawed-Off | Limelight (Field-Tested),$1.51,$1.57
StatTrak™ Sawed-Off | Limelight (Minimal Wear),$3.00,$3.13
StatTrak™ Sawed-Off | Limelight (Well-Worn),$1.26,$1.31
StatTrak™ Sawed-Off | Morris (Battle-Scarred),$0.17,$0.18
StatTrak™ Sawed-Off | Morris (Factory New),$0.85,$0.88
StatTrak™ Sawed-Off | Morris (Field-Tested),$0.18,$0.19
StatTrak™ Sawed-Off | Morris (Minimal Wear),$0.30,$0.31
StatTrak™ Sawed-Off | Morris (Well-Worn),$0.17,$0.18
StatTrak™ Sawed-Off | Orange DDPAT (Battle-Scarred),$10.53,$11.00
StatTrak™ Sawed-Off | Orange DDPAT (Factory New),$84.66,$88.50
